Silicon layer 1, region 1 N Conductivity vs Polysilicon layer 1, region 1 Bias
11 2 2
Polysilicon layer 1, region 1 Bias
Silicon layer 1, region 1 N Conductivity
0 6.86119e-013
0.2 7.63672e-011
0.4 1.11259e-008
0.6 1.60378e-006
0.8 1.77612e-005
1 4.18516e-005
1.2 6.75231e-005
1.4 9.36144e-005
1.6 0.000119791
1.8 0.000145925
2 0.00017196
